Titular,Cuerpo,Categoría,longitud_titular,longitud_cuerpo,texto_completo
Parlamentarios exigen transparencia en contratos públicos,"Un grupo de parlamentarios de la oposición pidió hoy mayor transparencia en la adjudicación de contratos públicos, alegando irregularidades en varios proyectos de construcción estatal. La petición incluye la publicación de todas las licitaciones y la creación de una base de datos accesible al público.",nacional,6,45,"Parlamentarios exigen transparencia en contratos públicos Un grupo de parlamentarios de la oposición pidió hoy mayor transparencia en la adjudicación de contratos públicos, alegando irregularidades en varios proyectos de construcción estatal. La petición incluye la publicación de todas las licitaciones y la creación de una base de datos accesible al público."
El Senado debate la reforma del sistema judicial,"El Senado inició el debate sobre una propuesta de reforma que busca modernizar el sistema judicial, reduciendo los plazos procesales en casos civiles y penales. Los defensores argumentan eficiencia; los críticos temen pérdida de garantías procesales para las víctimas.",nacional,8,39,"El Senado debate la reforma del sistema judicial El Senado inició el debate sobre una propuesta de reforma que busca modernizar el sistema judicial, reduciendo los plazos procesales en casos civiles y penales. Los defensores argumentan eficiencia; los críticos temen pérdida de garantías procesales para las víctimas."
Gobierno anuncia subsidio a la educación superior,El gobierno anunció un nuevo subsidio mensual de 200 euros para estudiantes universitarios que provengan de familias con ingresos inferiores al umbral nacional. El objetivo es reducir la brecha educativa y fomentar la movilidad social en el ámbito académico.,nacional,7,39,Gobierno anuncia subsidio a la educación superior El gobierno anunció un nuevo subsidio mensual de 200 euros para estudiantes universitarios que provengan de familias con ingresos inferiores al umbral nacional. El objetivo es reducir la brecha educativa y fomentar la movilidad social en el ámbito académico.
Política fiscal: debate sobre la eliminación del IVA progresivo,"Se abrió un debate parlamentario sobre la propuesta de eliminar el impuesto al valor añadido (IVA) progresivo, que grava los bienes de lujo con tasas superiores. Los partidarios argumentan competitividad; los detractores temen pérdida de ingresos para programas sociales.",nacional,9,39,"Política fiscal: debate sobre la eliminación del IVA progresivo Se abrió un debate parlamentario sobre la propuesta de eliminar el impuesto al valor añadido (IVA) progresivo, que grava los bienes de lujo con tasas superiores. Los partidarios argumentan competitividad; los detractores temen pérdida de ingresos para programas sociales."
El presidente firma decreto de reducción de impuestos corporativos,"Hoy se firmó un decreto que reduce el impuesto corporativo del 25 % al 22 %, con la finalidad de atraer inversión extranjera. El ministro de Hacienda explicó que los fondos recaudados se destinarán a proyectos de innovación tecnológica.",nacional,9,39,"El presidente firma decreto de reducción de impuestos corporativos Hoy se firmó un decreto que reduce el impuesto corporativo del 25 % al 22 %, con la finalidad de atraer inversión extranjera. El ministro de Hacienda explicó que los fondos recaudados se destinarán a proyectos de innovación tecnológica."
Autoridades locales critican falta de apoyo estatal,"Algunas autoridades municipales denunciaron la insuficiencia en el apoyo financiero del Estado para proyectos de revitalización urbana, alegando retrasos en la entrega de fondos y burocracia excesiva.",nacional,7,27,"Autoridades locales critican falta de apoyo estatal Algunas autoridades municipales denunciaron la insuficiencia en el apoyo financiero del Estado para proyectos de revitalización urbana, alegando retrasos en la entrega de fondos y burocracia excesiva."
El Congreso aprueba ley sobre derechos digitales,"La Asamblea Nacional aprobó una nueva ley que regula los derechos digitales de los ciudadanos, estableciendo normas sobre privacidad, protección de datos y acceso a servicios online. La legislación busca alinearse con estándares internacionales y proteger la información personal.",nacional,7,39,"El Congreso aprueba ley sobre derechos digitales La Asamblea Nacional aprobó una nueva ley que regula los derechos digitales de los ciudadanos, estableciendo normas sobre privacidad, protección de datos y acceso a servicios online. La legislación busca alinearse con estándares internacionales y proteger la información personal."
Ministro de Salud anuncia inversión en hospitales rurales,"El ministro de Salud anunció una inyección de 300 mil millones de euros para modernizar los hospitales rurales, con énfasis en equipos médicos avanzados y contratación de personal especializado. La medida busca equilibrar la atención sanitaria entre zonas urbanas y rurales.",nacional,8,41,"Ministro de Salud anuncia inversión en hospitales rurales El ministro de Salud anunció una inyección de 300 mil millones de euros para modernizar los hospitales rurales, con énfasis en equipos médicos avanzados y contratación de personal especializado. La medida busca equilibrar la atención sanitaria entre zonas urbanas y rurales."
Reforma educativa: discusión sobre currículos regionales,"El Ministerio de Educación inició un proceso de revisión curricular que permitiría a las comunidades autónomas adaptar el contenido educativo según sus realidades culturales y lingüísticas, manteniendo estándares nacionales mínimos.",nacional,6,30,"Reforma educativa: discusión sobre currículos regionales El Ministerio de Educación inició un proceso de revisión curricular que permitiría a las comunidades autónomas adaptar el contenido educativo según sus realidades culturales y lingüísticas, manteniendo estándares nacionales mínimos."
Presidente visita zona afectada por crisis climática,El presidente realizó una visita de reconocimiento a la región del interior más golpeada por sequías recientes. El mandatario prometió fondos para proyectos de gestión hídrica y apoyo a los agricultores locales.,nacional,7,32,Presidente visita zona afectada por crisis climática El presidente realizó una visita de reconocimiento a la región del interior más golpeada por sequías recientes. El mandatario prometió fondos para proyectos de gestión hídrica y apoyo a los agricultores locales.
Nuevo pacto social propuesto por el partido progresista,"El líder del Partido Progresista, Carlos Díaz, presentó un nuevo pacto social que incluye aumentos salariales en el sector público y la creación de un fondo de garantía laboral para trabajadores autónomos. La propuesta busca ganar apoyo electoral antes de las elecciones nacionales.",nacional,8,43,"Nuevo pacto social propuesto por el partido progresista El líder del Partido Progresista, Carlos Díaz, presentó un nuevo pacto social que incluye aumentos salariales en el sector público y la creación de un fondo de garantía laboral para trabajadores autónomos. La propuesta busca ganar apoyo electoral antes de las elecciones nacionales."
Política de defensa: aumento presupuestario aprobado,"El Congreso aprobó un incremento del 7 % en el presupuesto de defensa nacional, con asignaciones adicionales a modernización de armamento y formación militar especializada. Los expertos señalan que la medida refuerza la posición estratégica del país.",nacional,6,37,"Política de defensa: aumento presupuestario aprobado El Congreso aprobó un incremento del 7 % en el presupuesto de defensa nacional, con asignaciones adicionales a modernización de armamento y formación militar especializada. Los expertos señalan que la medida refuerza la posición estratégica del país."
